Label,alias1,alias2,alias3,alias4,alias5,alias6,alias7,alias8,alias9,alias10,alias11,alias12,alias13,alias14
reservation,distrust,distrustfulness,doubt,dubiety,dubitation,incertitude,misdoubt,misgiving,mistrust,mistrustfulness,query,skepticism,suspicion,uncertainty

