Label,alias1,alias2,alias3,alias4,alias5,alias6,alias7,alias8,alias9,alias10,alias11,alias12
integrity,character,decency,goodness,honesty,moralityprobity,rectitude,righteousness,rightness,uprightness,virtue,virtuousness

