Label,alias1,alias2,alias3,alias4,alias5,alias6,alias7,alias8,alias9,alias10,alias11,alias12,alias13,alias14,alias15,alias16,alias17,alias18,alias19,alias20,alias21,alias22,alias23,alias24
emotional,ardent,blazing,burning,charged,demonstrative,fervent,fervid,feverish,fiery,flaming,glowing,hot-blooded,impassioned,incandescent,intense,passional,passionate,perfervid,red-hot,religious,superheated,torrid,vehement,warm
