Label,alias1,alias2,alias3,alias4,alias5,alias6,alias7,alias8,alias9,alias10,alias11,alias12,alias13,alias14,alias15,alias16
consequences,aftereffects,aftermaths,backwashes,children,conclusions,developments,effects,issues,outcomes,outgrowths,precipitates,products,resultants,results,sequences,upshots
